station,date,temp_max,temp_min,temp_mean,rh_mean,rh_min,ws_max,ws_gust_max,ws_mean,precip,sunshine,dewpoint,eff_humidity
강릉,2022-08-16,31.7,25.2,28.7,71.5,55.0,4.7,10.1,2.4,0.3,6.2,22.8,71.86
강릉,2022-08-17,27.7,22.1,24.9,83.3,73.0,3.7,6.5,1.9,0.0,0.8,21.8,79.34
강릉,2022-08-18,30.1,20.7,25.8,76.1,65.0,2.9,5.0,1.6,0.0,8.3,21.2,77.08
강릉,2022-08-19,30.1,25.3,27.7,64.6,46.0,5.6,11.4,2.4,0.0,1.4,20.2,68.77
강릉,2022-08-20,30.0,21.8,25.0,83.1,73.0,4.0,6.9,1.5,0.0,0.2,21.9,78.69999999999999
강릉,2022-08-21,30.6,20.4,25.6,74.0,49.0,4.4,8.0,1.6,0.0,11.4,20.1,74.88
강릉,2022-08-22,33.3,21.8,28.2,68.5,49.0,3.6,7.8,1.4,0.0,7.1,21.5,71.06
강릉,2022-08-23,28.9,22.5,25.2,74.0,51.0,4.6,10.4,2.0,0.0,0.0,19.9,72.9
강릉,2022-08-24,26.0,21.2,23.1,80.8,66.0,3.2,5.2,1.2,0.0,0.4,19.5,78.21
강릉,2022-08-25,27.8,19.5,23.7,72.9,57.0,4.0,6.7,1.5,0.4,1.4,18.3,74.59
강릉,2022-08-26,30.7,21.3,25.7,60.8,43.0,3.0,5.7,1.8,0.0,10.6,17.4,65.22
강릉,2022-08-27,26.6,18.7,23.5,54.8,29.0,5.0,10.8,2.7,0.0,10.4,13.5,57.809999999999995
강릉,2022-08-28,27.3,16.8,22.2,60.8,37.0,3.9,6.1,2.2,0.0,10.9,13.8,59.599999999999994
강릉,2022-08-29,23.4,19.3,21.2,73.9,65.0,2.7,4.4,1.2,0.5,0.0,16.3,69.37
강릉,2022-08-30,21.0,18.2,19.8,90.5,69.0,2.6,4.4,1.0,58.9,0.0,18.1,84.21
강릉,2022-08-31,23.1,19.7,20.6,91.4,75.0,3.3,6.6,1.6,42.7,0.7,19.0,89.47
강릉,2022-09-01,29.3,18.3,23.1,75.6,49.0,2.7,4.9,1.4,0.0,8.8,18.3,80.24999999999999
강릉,2022-09-02,27.5,18.1,22.2,78.1,60.0,4.4,8.3,1.7,0.0,6.6,18.0,78.92999999999999
강릉,2022-09-03,26.8,19.2,23.0,77.3,56.0,4.7,8.1,1.7,0.0,6.4,18.5,77.28999999999999
강릉,2022-09-04,24.0,20.5,22.3,89.1,83.0,1.9,3.0,0.8,3.0,0.0,20.4,85.63999999999999
강릉,2022-09-05,25.0,18.7,21.0,92.9,85.0,4.1,8.0,1.7,63.4,0.0,19.8,90.58
강릉,2022-09-06,27.0,18.5,22.0,75.6,50.0,6.3,12.5,3.1,99.4,5.8,16.8,80.41
강릉,2022-09-07,29.2,18.9,24.1,54.1,32.0,3.8,7.2,2.0,0.0,11.9,13.7,62.279999999999994
강릉,2022-09-08,27.7,18.1,22.7,65.9,41.0,4.3,7.7,2.3,0.0,11.8,15.6,64.51
강릉,2022-09-09,27.8,16.0,21.8,68.8,48.0,2.8,4.9,1.7,0.0,11.5,15.5,66.75
강릉,2022-09-10,25.9,16.9,21.3,76.1,63.0,4.2,7.6,2.2,0.0,4.5,16.9,73.62
강릉,2022-09-11,26.0,20.2,22.8,80.5,68.0,3.9,6.8,1.6,0.0,0.9,19.1,78.44999999999999
강릉,2022-09-12,27.4,20.0,23.0,80.6,59.0,2.2,4.4,1.2,0.3,3.4,19.3,80.13
강릉,2022-09-13,26.1,21.4,23.3,84.5,74.0,2.6,4.7,1.0,0.0,0.0,20.4,83.32
강릉,2022-09-14,26.4,21.0,23.1,82.1,63.0,4.7,8.1,1.9,1.6,3.0,19.8,82.42999999999999
강릉,2022-09-15,26.8,20.2,22.9,78.8,59.0,3.3,6.2,1.5,0.0,7.8,18.8,80.03
강릉,2022-09-16,29.9,18.9,24.0,80.0,64.0,2.9,5.2,1.3,0.0,6.8,20.2,79.97
강릉,2022-09-17,29.9,22.0,25.6,83.3,69.0,3.7,6.2,1.1,0.0,8.4,22.4,82.19
강릉,2022-09-18,26.1,22.1,24.3,86.3,72.0,3.5,6.4,1.5,6.6,0.0,21.7,85.07
강릉,2022-09-19,23.8,17.6,20.7,82.5,61.0,6.4,13.6,3.5,28.2,0.2,17.4,83.33999999999999
강릉,2022-09-20,20.0,13.1,17.0,72.0,49.0,3.7,8.5,1.7,0.0,1.7,11.7,75.53
강릉,2022-09-21,23.3,11.9,17.2,70.9,45.0,5.3,9.7,2.1,0.0,11.2,11.3,72.28
강릉,2022-09-22,25.0,12.2,19.0,67.9,43.0,4.4,8.4,2.0,0.0,9.0,12.6,68.91
강릉,2022-09-23,28.6,16.4,20.8,55.5,35.0,5.9,13.6,2.8,0.0,9.6,11.0,59.519999999999996
강릉,2022-09-24,26.6,15.2,20.2,48.3,23.0,4.6,8.9,2.3,0.0,11.1,8.3,51.699999999999996
강릉,2022-09-25,25.2,15.6,19.4,64.9,52.0,3.8,6.5,1.9,0.0,1.6,12.4,60.64
강릉,2022-09-26,26.7,16.4,20.7,63.8,42.0,3.9,6.4,2.0,0.0,7.9,13.3,62.47
강릉,2022-09-27,25.9,15.0,19.9,72.9,56.0,3.2,5.9,1.7,0.0,10.2,14.6,70.28
강릉,2022-09-28,25.6,13.9,19.7,66.5,52.0,3.9,6.9,1.6,0.0,3.0,13.1,67.50999999999999
강릉,2022-09-29,28.5,17.5,22.3,60.9,37.0,4.3,8.1,2.1,0.0,10.5,14.0,63.21999999999999
강릉,2022-09-30,30.8,18.0,23.9,53.5,31.0,3.5,5.8,2.0,0.0,10.9,13.4,56.279999999999994
강릉,2022-10-01,32.8,19.7,24.8,44.0,24.0,3.8,6.5,2.3,0.0,9.9,10.9,47.59
강릉,2022-10-02,23.4,18.0,20.6,75.4,63.0,3.6,5.8,1.6,3.1,0.0,15.9,66.92999999999999
강릉,2022-10-03,22.8,17.9,20.5,86.6,78.0,3.5,5.4,1.1,0.3,0.1,18.1,80.1
강릉,2022-10-04,22.2,13.3,17.0,95.4,89.0,4.2,8.6,1.6,116.9,0.0,16.2,91.64
강릉,2022-10-05,13.6,12.6,13.1,95.8,93.0,2.7,5.4,1.0,41.0,0.0,12.4,94.79999999999998
강릉,2022-10-06,14.9,12.9,14.0,95.1,91.0,5.6,10.1,1.4,30.2,0.0,13.2,95.27
강릉,2022-10-07,14.8,12.0,13.3,93.0,85.0,7.6,15.5,2.5,40.0,0.0,12.2,93.69999999999999
강릉,2022-10-08,18.6,11.3,14.0,78.9,56.0,4.8,8.7,2.0,0.0,3.0,10.1,83.34000000000002
강릉,2022-10-09,20.6,11.6,15.5,75.0,57.0,5.5,12.6,1.9,0.7,1.7,10.9,77.58
강릉,2022-10-10,15.5,9.7,12.9,53.0,38.0,9.4,18.3,4.9,0.0,10.2,3.5,59.989999999999995
강릉,2022-10-11,20.8,9.4,14.3,54.4,34.0,6.1,12.0,3.1,0.0,10.8,4.8,56.18
강릉,2022-10-12,22.0,9.4,15.4,66.3,48.0,4.6,7.7,2.6,0.0,10.5,8.7,62.59
강릉,2022-10-13,23.8,11.6,16.8,67.6,46.0,4.1,7.3,2.0,0.0,10.5,10.4,66.02
강릉,2022-10-14,23.2,11.5,16.9,74.6,52.0,3.3,6.5,1.2,0.0,6.3,12.1,72.36999999999999
강릉,2022-10-15,24.1,13.5,18.6,73.6,54.0,3.1,6.6,1.3,0.0,9.4,13.5,73.2
강릉,2022-10-16,20.5,15.0,18.1,74.8,49.0,5.1,8.3,1.5,0.0,0.0,13.3,74.53999999999998
강릉,2022-10-17,19.8,10.0,15.2,58.5,46.0,6.3,11.4,2.8,0.0,2.5,6.9,63.269999999999996
강릉,2022-10-18,16.6,7.3,11.4,55.3,41.0,4.2,7.5,2.9,0.0,9.4,2.6,57.89
강릉,2022-10-19,17.8,6.9,11.8,49.0,27.0,3.2,5.6,2.0,0.0,10.4,1.0,51.21
강릉,2022-10-20,24.0,9.2,16.5,38.6,22.0,4.3,8.1,2.1,0.0,10.4,1.9,42.35
강릉,2022-10-21,23.8,15.5,19.1,27.9,19.0,5.3,10.4,3.0,0.0,2.7,-0.2,32.15
강릉,2022-10-22,24.9,15.7,19.6,35.4,16.0,4.6,9.7,2.4,0.0,9.2,2.4,34.22
강릉,2022-10-23,16.1,8.8,12.6,85.1,62.0,4.7,8.7,1.6,29.6,0.0,10.0,69.44
강릉,2022-10-24,9.7,7.6,8.5,86.1,75.0,5.3,9.8,2.3,19.3,0.0,6.3,80.83
강릉,2022-10-25,13.3,7.5,9.9,79.6,62.0,4.0,8.5,2.0,1.9,0.7,6.4,81.45
강릉,2022-10-26,21.2,6.9,13.7,59.6,40.0,3.6,6.2,1.9,0.0,8.5,5.6,66.25
강릉,2022-10-27,22.1,11.9,15.8,60.3,32.0,4.0,7.0,2.1,0.0,8.9,7.7,62.089999999999996
강릉,2022-10-28,14.1,12.7,13.4,88.9,81.0,2.2,3.2,0.8,10.2,0.0,11.5,80.25
강릉,2022-10-29,17.9,9.5,13.2,83.0,67.0,3.2,5.7,1.5,0.0,1.3,10.3,81.91
강릉,2022-10-30,18.3,10.3,13.2,75.9,54.0,3.2,5.4,1.8,0.0,0.5,8.9,78.62
강릉,2022-10-31,20.0,10.0,14.1,71.5,51.0,4.9,9.2,2.1,0.0,7.8,8.7,73.53
강릉,2022-11-01,22.9,10.7,16.3,58.1,40.0,3.3,5.7,1.8,0.0,8.8,7.7,62.56
강릉,2022-11-02,20.9,10.3,14.5,55.0,30.0,3.9,7.5,1.9,0.0,4.9,5.2,57.27
강릉,2022-11-03,18.1,11.5,13.8,45.1,37.0,4.9,8.7,2.4,0.0,0.7,2.0,48.38
강릉,2022-11-04,13.4,5.9,9.1,41.6,25.0,4.4,7.7,2.6,0.0,9.8,-3.4,43.64
강릉,2022-11-05,17.2,4.0,10.4,29.1,19.0,3.9,8.0,2.2,0.0,9.8,-7.1,33.2
강릉,2022-11-06,17.7,7.5,11.7,47.6,31.0,3.5,6.7,2.0,0.0,9.7,0.6,43.3
강릉,2022-11-07,19.6,7.9,13.7,43.6,28.0,4.2,7.6,2.1,0.0,8.6,1.1,42.95
강릉,2022-11-08,19.7,10.0,13.9,54.1,37.0,3.3,7.1,1.8,0.0,9.5,4.4,51.349999999999994
강릉,2022-11-09,22.4,10.7,16.0,41.4,16.0,5.2,10.5,2.6,0.0,8.7,2.4,44.16
강릉,2022-11-10,20.8,12.5,15.7,58.0,36.0,5.4,9.9,2.3,0.0,7.2,7.2,54.28999999999999
강릉,2022-11-11,20.5,12.4,15.6,80.5,65.0,3.1,5.0,1.3,3.0,3.3,12.1,72.08999999999999
강릉,2022-11-12,26.5,9.9,19.4,63.9,40.0,6.3,11.5,2.1,0.2,8.6,11.8,66.63
강릉,2022-11-13,21.2,9.7,13.4,87.0,64.0,6.4,11.6,2.2,28.7,0.0,11.1,81.73
강릉,2022-11-14,16.9,8.2,11.5,66.0,43.0,4.0,7.7,2.1,0.0,2.6,4.8,69.99
강릉,2022-11-15,16.2,7.0,11.3,48.0,29.0,5.1,10.1,2.7,0.0,8.8,0.4,55.5
강릉,2022-11-16,17.3,7.9,11.8,49.0,27.0,4.4,7.9,2.1,0.0,9.3,1.0,50.5
강릉,2022-11-17,18.5,8.1,12.2,51.6,35.0,3.7,5.6,1.8,0.0,8.8,2.2,50.72
강릉,2022-11-18,20.5,9.7,13.3,51.6,27.0,3.9,6.3,2.4,0.0,9.3,3.0,51.339999999999996
강릉,2022-11-19,18.0,9.6,12.5,67.8,50.0,4.1,6.8,2.1,0.0,2.5,6.5,62.94
강릉,2022-11-20,20.7,8.7,12.9,66.3,41.0,3.5,5.3,1.4,0.0,6.9,6.4,65.13
강릉,2022-11-21,20.7,9.3,14.9,57.4,41.0,3.8,6.8,2.0,0.0,3.7,6.3,60.22
강릉,2022-11-22,17.0,8.9,12.8,67.0,46.0,3.8,5.8,1.6,4.2,2.9,6.6,65.00999999999999
강릉,2022-11-23,14.0,9.3,11.7,86.1,75.0,3.5,6.1,1.5,19.6,0.9,9.4,79.40999999999998
강릉,2022-11-24,17.2,7.6,11.1,64.4,43.0,3.8,7.3,2.0,0.0,6.3,4.4,69.0
강릉,2022-11-25,21.6,9.6,16.0,36.6,20.0,11.1,21.8,4.2,0.0,9.1,0.8,47.11
강릉,2022-11-26,17.0,6.9,12.9,30.4,13.0,9.0,19.5,3.6,0.0,5.7,-5.1,35.04
강릉,2022-11-27,15.0,4.5,9.4,38.8,20.0,4.1,6.8,1.9,0.0,8.2,-4.3,36.89999999999999
강릉,2022-11-28,15.9,4.7,10.8,66.8,33.0,2.3,4.4,1.0,3.4,3.6,4.6,57.559999999999995
강릉,2022-11-29,15.6,6.6,11.5,59.8,24.0,6.4,10.5,2.0,3.2,0.0,2.4,59.099999999999994
강릉,2022-11-30,6.6,-3.0,0.4,29.1,19.0,6.7,11.5,3.4,0.0,8.5,-15.8,39.01
강릉,2022-12-01,5.3,-5.3,-1.1,32.9,23.0,5.1,9.9,2.9,0.0,8.9,-15.5,34.83
강릉,2022-12-02,6.2,-4.7,0.6,35.3,14.0,4.8,8.9,2.6,0.0,9.0,-13.8,34.2
강릉,2022-12-03,10.3,0.2,6.3,50.0,36.0,7.0,13.3,3.7,0.0,3.6,-3.4,45.35
강릉,2022-12-04,5.7,-0.1,2.4,31.3,17.0,4.5,9.3,2.0,0.0,1.4,-13.3,35.44
강릉,2022-12-05,7.5,-0.7,1.7,29.9,19.0,4.7,8.4,2.3,0.0,7.8,-14.3,32.19
강릉,2022-12-06,7.4,-1.5,2.7,46.5,34.0,5.1,9.8,2.7,0.0,7.3,-7.7,41.660000000000004
강릉,2022-12-07,10.7,3.2,6.8,43.4,28.0,7.4,14.4,3.3,0.0,8.4,-5.1,42.669999999999995
강릉,2022-12-08,12.5,4.4,7.6,35.9,22.0,4.5,8.7,2.5,0.0,6.6,-6.9,38.46
강릉,2022-12-09,10.9,3.8,6.9,49.1,31.0,5.0,9.5,2.8,0.0,3.5,-3.1,45.89
강릉,2022-12-10,11.2,2.2,5.9,48.6,30.0,4.3,8.2,2.4,0.0,3.4,-4.4,47.42999999999999
강릉,2022-12-11,10.4,1.9,5.3,55.8,42.0,4.4,7.3,2.6,0.0,6.0,-2.9,53.69
강릉,2022-12-12,13.5,2.4,6.4,53.9,26.0,5.2,10.2,2.8,0.0,2.8,-2.7,53.75
강릉,2022-12-13,6.3,-1.3,3.6,50.5,31.0,7.2,16.4,3.4,0.0,4.4,-5.9,51.709999999999994
강릉,2022-12-14,-1.3,-7.7,-4.7,27.8,21.0,7.5,18.7,4.0,0.0,9.0,-20.7,34.95
강릉,2022-12-15,3.5,-5.2,0.1,53.4,36.0,4.8,9.0,2.5,0.0,5.8,-8.2,47.989999999999995
강릉,2022-12-16,6.1,-3.9,0.5,30.3,17.0,4.7,9.3,2.1,0.0,8.6,-15.4,34.67
강릉,2022-12-17,1.4,-7.0,-2.9,28.3,19.0,6.6,12.8,3.4,0.0,7.7,-19.0,31.209999999999997
강릉,2022-12-18,-1.4,-9.1,-5.8,28.8,18.0,5.7,13.3,3.4,0.0,8.9,-21.4,28.85
강릉,2022-12-19,2.4,-7.5,-3.0,36.1,23.0,5.5,11.2,3.2,0.0,8.9,-16.2,33.86
강릉,2022-12-20,7.2,-3.7,1.4,31.9,20.0,5.4,10.8,2.7,0.0,7.9,-13.9,32.43
강릉,2022-12-21,9.2,1.6,4.7,53.4,33.0,5.2,9.5,2.7,0.0,1.8,-4.2,47.37
강릉,2022-12-22,2.8,-8.9,-3.8,41.6,32.0,7.0,14.4,4.0,0.0,8.2,-15.0,42.989999999999995
강릉,2022-12-23,-5.3,-11.3,-8.4,42.5,34.0,7.0,15.5,5.3,0.0,8.7,-18.9,43.41
강릉,2022-12-24,6.9,-8.6,-0.7,46.6,31.0,5.9,10.4,3.4,0.0,6.7,-10.9,45.28
강릉,2022-12-25,7.5,-1.0,2.1,41.6,35.0,4.7,7.8,3.0,0.0,8.4,-9.6,42.69
강릉,2022-12-26,8.6,-2.6,1.7,42.8,25.0,5.2,8.4,2.8,0.0,8.1,-9.9,42.94
강릉,2022-12-27,10.6,-1.5,3.2,35.4,18.0,5.2,10.2,3.2,0.0,8.8,-11.3,37.5
강릉,2022-12-28,5.2,-2.1,1.5,40.9,23.0,7.1,15.4,3.9,0.0,7.7,-10.8,39.989999999999995
강릉,2022-12-29,6.9,-3.9,0.2,36.5,19.0,5.2,11.0,2.7,0.0,8.9,-13.5,37.269999999999996
강릉,2022-12-30,7.9,-1.0,2.1,43.8,27.0,5.3,10.0,2.9,0.0,8.9,-9.3,42.05
강릉,2022-12-31,6.0,-1.8,2.4,44.0,34.0,6.8,12.5,4.0,0.0,8.7,-8.7,43.209999999999994
강릉,2023-01-01,10.2,1.0,4.8,31.6,19.0,4.9,10.3,2.9,0.0,8.9,-11.4,35.300000000000004
강릉,2023-01-02,7.7,-2.0,1.6,25.5,16.0,5.1,9.9,2.6,0.0,8.8,-16.3,28.57
강릉,2023-01-03,7.5,-1.6,1.3,25.5,14.0,5.1,10.8,3.6,0.0,8.9,-16.7,26.11
강릉,2023-01-04,8.0,-1.3,2.5,21.9,14.0,6.0,11.5,3.2,0.0,9.0,-17.4,22.98
강릉,2023-01-05,10.3,-2.1,3.6,32.4,20.0,4.5,10.0,2.4,0.0,8.9,-11.7,29.609999999999996
강릉,2023-01-06,11.1,0.9,5.5,34.6,22.0,4.1,7.9,2.3,0.0,8.4,-9.2,32.89
강릉,2023-01-07,9.0,2.4,4.5,61.0,42.0,5.1,9.1,2.1,0.3,6.3,-2.8,52.86
강릉,2023-01-08,12.0,0.9,5.9,38.5,20.0,5.0,9.9,2.9,0.0,7.8,-7.6,42.61
강릉,2023-01-09,13.0,2.9,6.9,51.9,35.0,5.6,9.8,2.0,0.0,6.8,-2.4,50.13
강릉,2023-01-10,13.4,1.0,6.9,48.0,29.0,6.9,13.5,2.3,0.0,9.0,-3.9,47.83
강릉,2023-01-11,16.0,7.2,10.8,21.1,16.0,7.1,12.3,3.6,0.0,9.0,-10.8,29.560000000000002
강릉,2023-01-12,18.7,8.6,12.7,27.8,16.0,5.6,10.4,2.4,0.0,8.9,-6.0,28.48
강릉,2023-01-13,12.6,8.0,9.3,78.1,26.0,3.4,6.3,1.5,8.1,0.0,5.0,62.339999999999996
강릉,2023-01-14,8.5,1.7,5.4,94.4,90.0,3.6,8.0,1.8,43.4,0.0,4.5,84.48
강릉,2023-01-15,2.8,0.9,1.4,95.8,90.0,2.6,4.9,1.1,26.1,0.0,0.8,93.75
강릉,2023-01-16,4.2,-3.0,0.4,65.9,49.0,4.1,8.9,2.9,0.0,8.3,-5.4,74.73
강릉,2023-01-17,4.4,-3.6,-0.8,50.1,35.0,4.7,9.7,2.7,0.0,1.5,-10.0,57.83
강릉,2023-01-18,5.7,-1.4,1.1,49.8,35.0,3.6,7.5,1.9,0.0,8.6,-8.5,51.47
강릉,2023-01-19,6.1,-2.0,1.7,45.3,36.0,5.6,10.1,2.8,0.0,7.4,-9.1,46.68
강릉,2023-01-20,4.7,-3.1,1.3,35.0,20.0,6.3,15.2,3.5,0.0,8.9,-13.0,38.540000000000006
강릉,2023-01-21,4.7,-5.3,-0.8,28.6,16.0,6.0,11.2,2.9,0.0,9.3,-17.3,31.55
강릉,2023-01-22,6.4,-1.5,1.7,45.6,32.0,3.9,6.6,1.7,0.0,0.9,-9.1,41.14
강릉,2023-01-23,9.8,0.0,3.8,53.3,31.0,3.9,7.8,1.9,0.0,8.4,-5.2,49.28999999999999
강릉,2023-01-24,0.8,-12.9,-8.4,30.0,22.0,6.4,12.8,3.7,0.0,9.4,-23.1,36.22
강릉,2023-01-25,-0.7,-14.0,-7.2,29.3,15.0,5.0,9.7,3.3,0.0,9.4,-22.8,31.839999999999996
강릉,2023-01-26,1.1,-6.7,-2.4,54.8,40.0,4.6,8.0,1.7,0.0,1.3,-10.3,47.21999999999999
강릉,2023-01-27,0.8,-6.9,-3.3,39.6,24.0,6.6,10.8,3.1,0.0,9.5,-15.4,41.61
강릉,2023-01-28,1.5,-8.5,-3.5,35.1,23.0,5.5,10.9,3.2,0.0,9.5,-16.9,37.97
강릉,2023-01-29,4.6,-4.0,0.4,46.6,30.0,6.3,12.3,2.7,0.0,6.8,-10.0,43.6
강릉,2023-01-30,7.5,-1.9,1.7,37.1,23.0,4.5,7.8,2.1,0.0,9.5,-11.9,38.8
강릉,2023-01-31,10.3,-0.2,5.8,39.8,24.0,5.3,13.4,3.0,0.0,9.0,-7.1,39.94
강릉,2023-02-01,9.8,-0.9,5.4,38.4,22.0,6.0,13.1,2.2,0.0,8.4,-8.1,38.55
강릉,2023-02-02,5.1,-3.0,0.6,50.8,32.0,4.2,6.5,1.8,0.0,6.6,-8.7,47.21999999999999
강릉,2023-02-03,6.2,-1.7,1.4,54.1,43.0,3.6,6.5,2.3,0.0,3.7,-7.0,51.870000000000005
강릉,2023-02-04,8.6,-2.0,3.0,30.3,18.0,3.9,7.8,2.4,0.0,9.6,-13.0,37.11
강릉,2023-02-05,10.2,0.9,5.1,35.0,21.0,5.1,10.0,3.1,0.0,9.7,-9.4,35.97
강릉,2023-02-06,13.2,2.4,6.8,39.3,19.0,3.3,6.1,1.8,0.0,7.4,-6.7,37.54
강릉,2023-02-07,7.5,1.0,4.0,63.5,47.0,4.5,6.9,2.2,0.0,0.1,-2.4,55.809999999999995
강릉,2023-02-08,9.6,-0.4,3.3,67.3,44.0,3.9,6.7,1.9,0.0,8.0,-2.4,63.739999999999995
강릉,2023-02-09,7.9,-0.5,3.6,59.9,47.0,4.1,6.8,1.8,0.0,2.9,-3.5,61.74
강릉,2023-02-10,5.6,0.2,3.2,88.4,71.0,3.6,5.8,1.4,4.6,0.0,1.4,80.59
강릉,2023-02-11,11.7,-0.6,5.8,64.5,43.0,4.1,8.0,1.8,0.0,6.0,-0.8,68.82
강릉,2023-02-12,10.4,5.4,7.7,56.8,35.0,4.7,7.9,2.3,1.1,0.9,-0.9,61.5
강릉,2023-02-13,6.2,2.1,4.0,93.6,88.0,2.9,4.6,1.1,15.1,0.0,3.0,83.33
강릉,2023-02-14,4.0,0.6,2.2,78.5,48.0,5.9,10.7,2.3,0.4,2.2,-1.5,79.35
강릉,2023-02-15,4.8,0.2,1.4,89.8,78.0,3.0,4.6,1.2,15.0,0.4,-0.1,87.91999999999999
강릉,2023-02-16,10.2,-1.6,4.2,63.6,45.0,6.3,11.0,2.4,0.0,8.1,-2.6,70.33
강릉,2023-02-17,13.6,3.5,7.6,47.0,29.0,4.9,10.5,2.4,0.0,7.3,-3.1,54.599999999999994
강릉,2023-02-18,11.1,6.0,8.8,50.5,29.0,4.9,9.0,1.1,0.0,0.0,-1.2,51.10999999999999
강릉,2023-02-19,12.8,3.8,8.6,37.0,23.0,5.5,10.9,3.4,0.0,9.7,-5.6,40.7
강릉,2023-02-20,8.7,-0.7,3.2,35.0,15.0,6.5,13.6,2.7,0.0,9.2,-11.6,36.95
강릉,2023-02-21,5.9,-3.0,1.2,48.8,36.0,3.5,5.9,2.0,0.0,9.9,-8.6,44.86
강릉,2023-02-22,13.5,-3.8,6.0,38.4,16.0,6.4,11.3,3.0,0.0,10.0,-8.9,40.14
강릉,2023-02-23,14.1,5.6,9.4,37.5,27.0,5.5,12.2,2.6,0.0,9.8,-4.5,38.81
강릉,2023-02-24,12.0,3.7,6.7,55.3,33.0,5.9,10.8,2.5,0.0,6.4,-2.1,50.05
강릉,2023-02-25,3.7,-0.7,2.1,81.9,65.0,5.4,9.4,2.1,2.3,0.3,-0.8,72.14
강릉,2023-02-26,12.5,-1.4,5.5,45.9,24.0,3.9,6.8,1.9,0.0,10.5,-5.7,54.04
강릉,2023-02-27,19.6,2.3,12.2,23.3,10.0,5.7,13.4,3.0,0.0,10.6,-9.2,33.68
강릉,2023-02-28,16.9,9.5,12.2,25.9,12.0,8.6,17.7,4.7,0.0,6.4,-8.1,27.38
강릉,2023-03-01,13.7,5.9,9.9,43.9,27.0,5.8,13.4,2.9,0.0,3.0,-2.1,38.239999999999995
강릉,2023-03-02,8.6,1.0,5.1,39.1,28.0,5.2,10.8,2.2,0.0,9.9,-7.9,38.739999999999995
강릉,2023-03-03,17.5,4.4,10.5,30.8,20.0,5.4,9.3,3.3,0.0,10.5,-6.3,33.769999999999996
강릉,2023-03-04,14.2,4.8,9.4,52.0,34.0,4.2,7.0,2.0,0.0,9.2,-0.2,46.47
강릉,2023-03-05,18.4,2.4,10.4,54.3,39.0,2.9,5.7,1.6,0.0,10.1,1.2,51.489999999999995
강릉,2023-03-06,20.6,11.3,15.6,22.4,14.0,5.0,10.0,3.4,0.0,10.5,-6.3,31.74
강릉,2023-03-07,24.2,13.9,18.7,32.9,24.0,6.3,12.5,3.7,0.0,9.8,1.8,32.94
강릉,2023-03-08,22.1,15.0,17.9,37.5,21.0,7.8,15.3,4.1,0.0,4.6,2.9,35.07
강릉,2023-03-09,15.0,7.6,10.5,80.1,51.0,5.0,9.1,1.6,0.0,4.3,7.0,66.86
강릉,2023-03-10,19.7,5.8,12.8,75.1,53.0,3.4,5.2,1.4,0.0,9.6,8.2,72.33999999999999
강릉,2023-03-11,16.5,9.4,11.3,85.5,65.0,4.5,6.8,1.9,0.0,3.7,8.9,82.88
강릉,2023-03-12,12.3,2.4,8.8,74.8,40.0,6.0,12.3,2.1,3.2,0.4,4.3,76.97
강릉,2023-03-13,11.9,0.3,6.2,28.9,16.0,6.1,13.7,3.7,0.0,8.5,-11.1,43.739999999999995
강릉,2023-03-14,17.8,7.7,11.8,29.5,22.0,6.0,11.2,2.7,0.0,3.9,-5.7,33.91
강릉,2023-03-15,22.2,6.3,15.5,41.0,29.0,5.8,12.1,2.6,0.0,9.5,2.0,37.49
강릉,2023-03-16,15.3,4.0,8.4,37.0,15.0,6.9,14.1,2.4,0.0,8.2,-6.0,37.050000000000004
강릉,2023-03-17,12.8,3.2,8.1,46.8,35.0,3.8,5.8,2.0,0.0,7.1,-2.9,44.26
강릉,2023-03-18,15.6,4.4,9.8,51.6,31.0,2.6,6.0,1.5,0.0,10.1,0.0,49.18
강릉,2023-03-19,19.0,7.3,13.0,38.5,21.0,3.8,7.5,2.2,0.0,11.0,-1.3,41.949999999999996
강릉,2023-03-20,21.3,10.2,15.4,29.3,11.0,4.4,7.5,2.1,0.0,10.0,-3.1,33.37
강릉,2023-03-21,22.8,10.8,16.7,35.8,21.0,4.8,7.9,2.1,0.0,10.7,0.8,34.769999999999996
강릉,2023-03-22,23.1,7.2,15.3,62.4,38.0,3.6,5.6,1.5,0.1,10.4,7.8,53.77
강릉,2023-03-23,14.8,8.8,12.3,84.3,75.0,5.7,9.8,2.0,5.5,0.0,9.7,75.07
강릉,2023-03-24,11.2,7.4,9.1,75.8,62.0,3.3,6.6,1.5,0.0,0.0,4.9,76.15999999999998
강릉,2023-03-25,10.8,8.0,9.4,77.4,70.0,3.5,6.3,1.3,0.0,0.0,5.5,77.77000000000001
강릉,2023-03-26,11.1,4.4,8.1,77.6,62.0,4.4,7.4,1.9,0.0,0.0,4.3,77.38
강릉,2023-03-27,15.4,3.4,9.4,58.4,42.0,4.0,6.4,2.0,0.0,10.8,1.4,64.13999999999999
강릉,2023-03-28,18.3,6.5,12.1,41.0,21.0,3.9,8.5,2.3,0.0,10.7,-1.2,48.13999999999999
강릉,2023-03-29,21.4,8.3,14.6,42.3,29.0,4.6,7.2,2.3,0.0,10.3,1.7,43.64999999999999
강릉,2023-03-30,26.8,13.3,20.6,18.4,11.0,4.9,10.2,2.9,0.0,11.3,-4.7,25.439999999999998
